Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,Demand_Supply_Ratio,Demand_Supply_Difference,Cost_per_Minute,Possible_Surge_Condition
47,9,Rural,Regular,5,4.81,Night,Premium,178,561.374877548703,5.222222222222222,38,3.153791446902826,True
34,7,Urban,Silver,54,4.71,Night,Premium,149,516.51117285383,4.857142857142857,27,3.4665179386163087,True
26,13,Rural,Regular,14,4.19,Morning,Economy,174,666.4286805847338,2.0,13,3.8300498884180105,False
88,7,Rural,Gold,11,3.64,Night,Premium,130,573.2085393656391,12.571428571428571,81,4.409296456658763,True
57,26,Rural,Regular,92,3.8,Evening,Premium,67,283.79792515074917,2.1923076923076925,31,4.235789927623122,False
45,17,Rural,Silver,67,4.7,Afternoon,Economy,15,66.78323718712389,2.6470588235294117,28,4.452215812474926,False
82,26,Urban,Gold,35,4.71,Morning,Economy,114,289.2390324634591,3.1538461538461537,56,2.537184495293501,False
54,39,Rural,Gold,88,4.59,Evening,Economy,42,147.42638660593482,1.3846153846153846,15,3.510152062046067,False
95,24,Suburban,Gold,79,3.5,Afternoon,Economy,130,552.2304431046015,3.9583333333333335,71,4.247926485420011,True
63,31,Suburban,Silver,2,3.81,Evening,Premium,160,632.5601419476765,2.032258064516129,32,3.9535008871729778,False
43,18,Urban,Gold,58,4.22,Evening,Economy,156,494.74525748477635,2.388888888888889,25,3.171443958235746,False
33,14,Suburban,Regular,87,4.81,Evening,Premium,17,118.98653335805044,2.357142857142857,19,6.9992078445912025,False
33,23,Urban,Gold,24,4.21,Morning,Premium,11,91.38952597435124,1.434782608695652,10,8.308138724941022,False
84,29,Urban,Regular,92,4.55,Morning,Premium,94,424.15598670174626,2.896551724137931,55,4.5122977308696415,False
44,6,Suburban,Gold,80,4.13,Night,Premium,40,157.36483032789283,7.333333333333333,38,3.934120758197321,True
53,27,Suburban,Regular,78,3.63,Night,Premium,58,279.09504825213924,1.962962962962963,26,4.811983590554124,False
78,63,Rural,Gold,14,4.21,Afternoon,Economy,147,655.065105532243,1.2380952380952381,15,4.456225207702333,False
